"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","generic_drug_name"
"1",5,"R Bergman, O Lanz, L Shell","A review of experimental and clinical treatments for acute spinal cord injury",2000,"Veterinary Medicine","Veterinary Medicine Publ Co",NA,NA,1,"2021-01-18 09:58:22","Review",NA,"8750-7943",NA,95,11,855,NA,5,0.24,2,3,21,NA,"misoprostol"
