Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
6,"F. Pan","Effect of tacrolimus on apoptosis and expression of heat shock protein 70 after acute spinal cord injury in rats",2006,"Zhonghua wai ke za zhi [Chinese journal of surgery]","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=43749102716&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=43749102716&origin=inward",1,"2021-01-16 13:53:02","Article","","0529-5815","https://api.elsevier.com/content/abstract/scopus_id/43749102716",44,24,1708,1712,6,0.40,6,1,15,""
