Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
20,"F. Dimitriadis","Erectile function and male reproduction in men with spinal cord injury: A review",2010,"Andrologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952563429&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77952563429&origin=inward",1,"2021-01-18 11:26:50","Review","10.1111/j.1439-0272.2009.00969.x","0303-4569","https://api.elsevier.com/content/abstract/scopus_id/77952563429",42,3,139,165,20,1.82,20,1,11,""
