Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
33,"J. Voda","Neuroimmunophilin ligands improve functional recovery and increase axonal growth after spinal cord hemisection in rats",2005,"Journal of Neurotrauma","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=27444436746&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=27444436746&origin=inward",1,"2021-01-18 11:30:55","Article","10.1089/neu.2005.22.1150","0897-7151","https://api.elsevier.com/content/abstract/scopus_id/27444436746",22,10,1150,1161,33,2.06,33,1,16,""
